"Species"	"Status_BS"	"Status_WS"	"Status_BSWS"
"Pritchardia hardyi"	"NA"	"NA"	"NA___NA"
"Pritchardia hillebrandii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pritchardia kaalae"	"NA"	"NA"	"NA___NA"
"Pritchardia kahukuensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pritchardia lanigera"	"NA"	"NA"	"NA___NA"
"Pritchardia lowreyana"	"NA"	"NA"	"NA___NA"
"Pritchardia maideniana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pritchardia martii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pritchardia minor"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pritchardia mitiaroana"	"NA"	"NA"	"NA___NA"
"Pritchardia munroi"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pritchardia napaliensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pritchardia pacifica"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pritchardia perlmanii"	"NA"	"NA"	"NA___NA"
"Pritchardia remota"	"NA"	"NA"	"NA___NA"
"Pritchardia schattaueri"	"NA"	"NA"	"NA___NA"
"Pritchardia thurstonii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pritchardia viscosa"	"NA"	"NA"	"NA___NA"
"Pritchardia vuylstekeana"	"NA"	"NA"	"NA___NA"
"Pritchardia waialealeana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pritchardia woodii"	"NA"	"NA"	"NA___NA"
"Pseudophoenix ekmanii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pseudophoenix lediniana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Pseudophoenix sargentii"	"LC"	"LC"	"LC___LC"
"Pseudophoenix vinifera"	"LC"	"nonLC"	"LC___nonLC"
"Ptychococcus lepidotus"	"LC"	"nonLC"	"LC___nonLC"
"Ptychococcus paradoxus"	"LC"	"LC"	"LC___LC"
"Ptychosperma ambiguum"	"NA"	"NA"	"NA___NA"
"Ptychosperma buabe"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ptychosperma burretianum"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ptychosperma caryotoides"	"LC"	"nonLC"	"LC___nonLC"
"Ptychosperma cuneatum"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ptychosperma elegans"	"NA"	"NA"	"NA___NA"
"Ptychosperma furcatum"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ptychosperma gracile"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ptychosperma hartmannii"	"NA"	"NA"	"NA___NA"
"Ptychosperma lauterbachii"	"LC"	"nonLC"	"LC___nonLC"
"Ptychosperma lineare"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ptychosperma macarthurii"	"LC"	"LC"	"LC___LC"
"Ptychosperma macrocerum"	"NA"	"NA"	"NA___NA"
"Ptychosperma mambare"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ptychosperma microcarpum"	"LC"	"LC"	"LC___LC"
"Ptychosperma mooreanum"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ptychosperma nicolai"	"NA"	"NA"	"NA___NA"
"Ptychosperma praemorsum"	"NA"	"NA"	"NA___NA"
"Ptychosperma propinquum"	"LC"	"nonLC"	"LC___nonLC"
"Ptychosperma pullenii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ptychosperma ramosissimum"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ptychosperma rosselense"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ptychosperma salomonense"	"LC"	"nonLC"	"LC___nonLC"
"Ptychosperma sanderianum"	"NA"	"NA"	"NA___NA"
"Ptychosperma schefferi"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ptychosperma streimannii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ptychosperma tagulense"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ptychosperma vestitum"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ptychosperma waitianum"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Raphia africana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Raphia australis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Raphia farinifera"	"LC"	"LC"	"LC___LC"
"Raphia gentiliana"	"LC"	"nonLC"	"LC___nonLC"
"Raphia hookeri"	"LC"	"LC"	"LC___LC"
"Raphia laurentii"	"LC"	"nonLC"	"LC___nonLC"
"Raphia longiflora"	"NA"	"NA"	"NA___NA"
"Raphia mambillensis"	"LC"	"LC"	"LC___LC"
"Raphia mannii"	"NA"	"NA"	"NA___NA"
"Raphia matombe"	"NA"	"NA"	"NA___NA"
"Raphia monbuttorum"	"LC"	"nonLC"	"LC___nonLC"
"Raphia palma-pinus"	"LC"	"LC"	"LC___LC"
"Raphia regalis"	"LC"	"LC"	"LC___LC"
"Raphia rostrata"	"NA"	"NA"	"NA___NA"
"Raphia ruwenzorica"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Raphia sese"	"NA"	"NA"	"NA___NA"
"Raphia sudanica"	"LC"	"LC"	"LC___LC"
"Raphia taedigera"	"LC"	"LC"	"LC___LC"
"Raphia textilis"	"NA"	"NA"	"NA___NA"
"Raphia vinifera"	"LC"	"LC"	"LC___LC"
"Ravenea albicans"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ravenea beentjei"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ravenea declivium"	"NA"	"NA"	"NA___NA"
"Ravenea delicatula"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ravenea dransfieldii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ravenea glauca"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ravenea hildebrandtii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ravenea hypoleuca"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ravenea julietiae"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ravenea krociana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ravenea lakatra"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ravenea latisecta"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ravenea louvelii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ravenea madagascariensis"	"LC"	"LC"	"LC___LC"
"Ravenea moorei"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ravenea musicalis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ravenea nana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ravenea rivularis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ravenea robustior"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ravenea sambiranensis"	"LC"	"LC"	"LC___LC"
"Ravenea xerophila"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Reinhardtia elegans"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Reinhardtia gracilis"	"LC"	"LC"	"LC___LC"
"Reinhardtia koschnyana"	"LC"	"LC"	"LC___LC"
"Reinhardtia latisecta"	"LC"	"LC"	"LC___LC"
"Reinhardtia paiewonskiana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Reinhardtia simplex"	"LC"	"LC"	"LC___LC"
"Rhapidophyllum hystrix"	"LC"	"LC"	"LC___LC"
"Rhapis evansii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Rhapis excelsa"	"LC"	"LC"	"LC___LC"
"Rhapis gracilis"	"LC"	"nonLC"	"LC___nonLC"
"Rhapis humilis"	"LC"	"nonLC"	"LC___nonLC"
"Rhapis kebangensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Rhapis laosensis"	"LC"	"LC"	"LC___LC"
"Rhapis micrantha"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Rhapis puhuongensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Rhapis robusta"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Rhapis subtilis"	"LC"	"nonLC"	"LC___nonLC"
"Rhapis vidalii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Rhopaloblaste augusta"	"NA"	"NA"	"NA___NA"
"Rhopaloblaste ceramica"	"LC"	"nonLC"	"LC___nonLC"
"Rhopaloblaste elegans"	"NA"	"NA"	"NA___NA"
"Rhopaloblaste gideonii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Rhopaloblaste ledermanniana"	"LC"	"LC"	"LC___LC"
"Rhopaloblaste singaporensis"	"NA"	"NA"	"NA___NA"
"Rhopalostylis baueri"	"LC"	"nonLC"	"LC___nonLC"
"Rhopalostylis sapida"	"LC"	"LC"	"LC___LC"
"Roscheria melanochaetes"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Roystonea altissima"	"NA"	"NA"	"NA___NA"
"Roystonea borinquena"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Roystonea dunlapiana"	"LC"	"LC"	"LC___LC"
"Roystonea lenis"	"NA"	"NA"	"NA___NA"
"Roystonea maisiana"	"NA"	"NA"	"NA___NA"
"Roystonea oleracea"	"LC"	"LC"	"LC___LC"
"Roystonea princeps"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Roystonea regia"	"LC"	"LC"	"LC___LC"
"Roystonea violacea"	"NA"	"NA"	"NA___NA"
"Sabal bermudana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Sabal causiarum"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Sabal domingensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Sabal etonia"	"NA"	"NA"	"NA___NA"
"Sabal gretherae"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Sabal maritima"	"NA"	"NA"	"NA___NA"
"Sabal mauritiiformis"	"LC"	"LC"	"LC___LC"
"Sabal mexicana"	"LC"	"LC"	"LC___LC"
"Sabal minor"	"LC"	"LC"	"LC___LC"
"Sabal palmetto"	"LC"	"LC"	"LC___LC"
"Sabal pumos"	"LC"	"nonLC"	"LC___nonLC"
"Sabal rosei"	"LC"	"nonLC"	"LC___nonLC"
"Sabal uresana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Sabal yapa"	"LC"	"LC"	"LC___LC"
"Sabinaria magnifica"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Salacca acehensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Salacca affinis"	"LC"	"nonLC"	"LC___nonLC"
"Salacca bakeriana"	"NA"	"NA"	"NA___NA"
"Salacca clemensiana"	"LC"	"nonLC"	"LC___nonLC"
"Salacca dolicholepis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Salacca dransfieldiana"	"LC"	"nonLC"	"LC___nonLC"
"Salacca flabellata"	"NA"	"NA"	"NA___NA"
"Salacca glabrescens"	"LC"	"nonLC"	"LC___nonLC"
"Salacca graciliflora"	"NA"	"NA"	"NA___NA"
"Salacca griffithii"	"NA"	"NA"	"NA___NA"
"Salacca magnifica"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Salacca minuta"	"NA"	"NA"	"NA___NA"
"Salacca multiflora"	"NA"	"NA"	"NA___NA"
"Salacca ramosiana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Salacca rupicola"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Salacca sarawakensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Salacca secunda"	"LC"	"nonLC"	"LC___nonLC"
"Salacca stolonifera"	"NA"	"NA"	"NA___NA"
"Salacca sumatrana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Salacca vermicularis"	"LC"	"nonLC"	"LC___nonLC"
"Salacca wallichiana"	"LC"	"LC"	"LC___LC"
"Salacca zalacca"	"LC"	"nonLC"	"LC___nonLC"
"Saribus brevifolius"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Saribus chocolatinus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Saribus jeanneneyi"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Saribus merrillii"	"NA"	"NA"	"NA___NA"
"Saribus papuanus"	"NA"	"NA"	"NA___NA"
"Saribus rotundifolius"	"LC"	"LC"	"LC___LC"
"Saribus surru"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Saribus tothur"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Saribus woodfordii"	"LC"	"nonLC"	"LC___nonLC"
"Satakentia liukiuensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Satranala decussilvae"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Schippia concolor"	"LC"	"nonLC"	"LC___nonLC"
"Sclerosperma mannii"	"LC"	"LC"	"LC___LC"
"Sclerosperma profizianum"	"LC"	"nonLC"	"LC___nonLC"
"Sclerosperma walkeri"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Serenoa repens"	"LC"	"LC"	"LC___LC"
"Socratea exorrhiza"	"LC"	"LC"	"LC___LC"
"Socratea hecatonandra"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Socratea karstenii"	"NA"	"NA"	"NA___NA"
"Socratea rostrata"	"LC"	"LC"	"LC___LC"
"Socratea salazarii"	"LC"	"LC"	"LC___LC"
"Sommieria leucophylla"	"LC"	"nonLC"	"LC___nonLC"
"Syagrus allagopteroides"	"LC"	"LC"	"LC___LC"
"Syagrus amara"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus angustifolia"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus botryophora"	"LC"	"LC"	"LC___LC"
"Syagrus caerulescens"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus campestris"	"LC"	"nonLC"	"LC___nonLC"
"Syagrus campylospatha"	"LC"	"nonLC"	"LC___nonLC"
"Syagrus cardenasii"	"LC"	"nonLC"	"LC___nonLC"
"Syagrus cearensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus cerqueirana"	"LC"	"nonLC"	"LC___nonLC"
"Syagrus cocoides"	"LC"	"LC"	"LC___LC"
"Syagrus comosa"	"LC"	"LC"	"LC___LC"
"Syagrus coronata"	"LC"	"LC"	"LC___LC"
"Syagrus deflexa"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus duartei"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus emasensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus evansiana"	"LC"	"nonLC"	"LC___nonLC"
"Syagrus flexuosa"	"LC"	"LC"	"LC___LC"
"Syagrus glaucescens"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus glazioviana"	"LC"	"LC"	"LC___LC"
"Syagrus gouveiana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus graminifolia"	"NA"	"NA"	"NA___NA"
"Syagrus guimaraesensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus harleyi"	"LC"	"nonLC"	"LC___nonLC"
"Syagrus hoehnei"	"LC"	"nonLC"	"LC___nonLC"
"Syagrus inajai"	"LC"	"LC"	"LC___LC"
"Syagrus insignis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus itacambirana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus itapebiensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus kellyana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus lilliputiana"	"LC"	"nonLC"	"LC___nonLC"
"Syagrus loefgrenii"	"LC"	"nonLC"	"LC___nonLC"
"Syagrus longipedunculata"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus lorenzoniorum"	"LC"	"nonLC"	"LC___nonLC"
"Syagrus macrocarpa"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus mendanhensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus menzeliana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus microphylla"	"LC"	"nonLC"	"LC___nonLC"
"Syagrus minor"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus oleracea"	"LC"	"LC"	"LC___LC"
"Syagrus orinocensis"	"LC"	"LC"	"LC___LC"
"Syagrus petraea"	"LC"	"LC"	"LC___LC"
"Syagrus picrophylla"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus pleioclada"	"LC"	"nonLC"	"LC___nonLC"
"Syagrus pleiocladoides"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus pompeoi"	"NA"	"NA"	"NA___NA"
"Syagrus procumbens"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus pseudococos"	"LC"	"LC"	"LC___LC"
"Syagrus romanzoffiana"	"LC"	"LC"	"LC___LC"
"Syagrus rupicola"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus ruschiana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus sancona"	"LC"	"LC"	"LC___LC"
"Syagrus santosii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus schizophylla"	"LC"	"LC"	"LC___LC"
"Syagrus smithii"	"LC"	"LC"	"LC___LC"
"Syagrus stenopetala"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus stratincola"	"LC"	"nonLC"	"LC___nonLC"
"Syagrus vagans"	"LC"	"nonLC"	"LC___nonLC"
"Syagrus vermicularis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus weddelliana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus werdermannii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Syagrus yungasensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Synechanthus dasystachys"	"NA"	"NA"	"NA___NA"
"Synechanthus fibrosus"	"LC"	"LC"	"LC___LC"
"Synechanthus warscewiczianus"	"LC"	"LC"	"LC___LC"
"Tahina spectabilis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Tectiphiala ferox"	"NA"	"NA"	"NA___NA"
"Thrinax excelsa"	"NA"	"NA"	"NA___NA"
"Thrinax parviflora"	"NA"	"NA"	"NA___NA"
"Thrinax radiata"	"LC"	"LC"	"LC___LC"
"Trachycarpus fortunei"	"LC"	"LC"	"LC___LC"
"Trachycarpus geminisectus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Trachycarpus latisectus"	"NA"	"NA"	"NA___NA"
"Trachycarpus martianus"	"LC"	"nonLC"	"LC___nonLC"
"Trachycarpus nanus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Trachycarpus oreophilus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Trachycarpus princeps"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Trachycarpus ravenii"	"NA"	"NA"	"NA___NA"
"Trachycarpus takil"	"NA"	"NA"	"NA___NA"
"Trachycarpus ukhrulensis"	"NA"	"NA"	"NA___NA"
"Trithrinax brasiliensis"	"LC"	"nonLC"	"LC___nonLC"
"Trithrinax campestris"	"LC"	"nonLC"	"LC___nonLC"
"Trithrinax schizophylla"	"LC"	"LC"	"LC___LC"
"Veitchia arecina"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Veitchia filifera"	"LC"	"LC"	"LC___LC"
"Veitchia joannis"	"LC"	"LC"	"LC___LC"
"Veitchia lepidota"	"NA"	"NA"	"NA___NA"
"Veitchia metiti"	"NA"	"NA"	"NA___NA"
"Veitchia pachyclada"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Veitchia simulans"	"NA"	"NA"	"NA___NA"
"Veitchia spiralis"	"NA"	"NA"	"NA___NA"
"Veitchia subdisticha"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Veitchia vitiensis"	"LC"	"LC"	"LC___LC"
"Veitchia winin"	"NA"	"NA"	"NA___NA"
"Verschaffeltia splendida"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Voanioala gerardii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Wallaceodoxa raja-ampat"	"NA"	"NA"	"NA___NA"
"Wallichia caryotoides"	"LC"	"LC"	"LC___LC"
"Wallichia disticha"	"LC"	"LC"	"LC___LC"
"Wallichia gracilis"	"LC"	"LC"	"LC___LC"
"Wallichia lidiae"	"NA"	"NA"	"NA___NA"
"Wallichia marianneae"	"NA"	"NA"	"NA___NA"
"Wallichia nana"	"NA"	"NA"	"NA___NA"
"Wallichia oblongifolia"	"LC"	"LC"	"LC___LC"
"Wallichia triandra"	"NA"	"NA"	"NA___NA"
"Washingtonia filifera"	"LC"	"LC"	"LC___LC"
"Washingtonia robusta"	"LC"	"LC"	"LC___LC"
"Welfia alfredii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Welfia regia"	"NA"	"NA"	"NA___NA"
"Wendlandiella gracilis"	"LC"	"LC"	"LC___LC"
"Wettinia aequalis"	"LC"	"LC"	"LC___LC"
"Wettinia aequatorialis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Wettinia anomala"	"LC"	"nonLC"	"LC___nonLC"
"Wettinia augusta"	"LC"	"LC"	"LC___LC"
"Wettinia castanea"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Wettinia disticha"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Wettinia drudei"	"LC"	"LC"	"LC___LC"
"Wettinia fascicularis"	"LC"	"nonLC"	"LC___nonLC"
"Wettinia hirsuta"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Wettinia kalbreyeri"	"LC"	"LC"	"LC___LC"
"Wettinia lanata"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Wettinia longipetala"	"LC"	"nonLC"	"LC___nonLC"
"Wettinia maynensis"	"LC"	"LC"	"LC___LC"
"Wettinia microcarpa"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Wettinia minima"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Wettinia oxycarpa"	"LC"	"nonLC"	"LC___nonLC"
"Wettinia panamensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Wettinia praemorsa"	"LC"	"LC"	"LC___LC"
"Wettinia quinaria"	"LC"	"LC"	"LC___LC"
"Wettinia radiata"	"LC"	"nonLC"	"LC___nonLC"
"Wettinia verruculosa"	"LC"	"nonLC"	"LC___nonLC"
"Wodyetia bifurcata"	"LC"	"nonLC"	"LC___nonLC"
"Zombia antillarum"	"LC"	"nonLC"	"LC___nonLC"
