"LEVEL3_NAM"	"LEVEL3_COD"	"LEVEL2_COD"	"LEVEL1_COD"	"LEVEL3_SPE_HUF_B"	"LEVEL3_SPE_HUMa_B"	"LEVEL3_SPE_HUMe_B"	"LEVEL3_SPE_HUC_B"	"LEVEL3_SPE_HUA_B"	"LEVEL3_SPE_FD2_B"	"LEVEL3_SPE_ED2_B"	"LEVEL3_SPE_COM_B"	"LEVEL3_SPE_HUF_W"	"LEVEL3_SPE_HUMa_W"	"LEVEL3_SPE_HUMe_W"	"LEVEL3_SPE_HUC_W"	"LEVEL3_SPE_HUA_W"	"LEVEL3_SPE_FD2_W"	"LEVEL3_SPE_ED2_W"	"LEVEL3_SPE_COM_W"	"LEVEL3_SPE_HUF_R"	"LEVEL3_SPE_HUMa_R"	"LEVEL3_SPE_HUMe_R"	"LEVEL3_SPE_HUC_R"	"LEVEL3_SPE_HUA_R"	"LEVEL3_SPE_FD2_R"	"LEVEL3_SPE_ED2_R"	"LEVEL3_SPE_COM_R"	"LEVEL3_SPE_HUF_B2"	"LEVEL3_SPE_HUMa_B2"	"LEVEL3_SPE_HUMe_B2"	"LEVEL3_SPE_HUC_B2"	"LEVEL3_SPE_HUA_B2"	"LEVEL3_SPE_FD2_B2"	"LEVEL3_SPE_ED2_B2"	"LEVEL3_SPE_COM_B2"	"LEVEL3_SPE_HUF_W2"	"LEVEL3_SPE_HUMa_W2"	"LEVEL3_SPE_HUMe_W2"	"LEVEL3_SPE_HUC_W2"	"LEVEL3_SPE_HUA_W2"	"LEVEL3_SPE_FD2_W2"	"LEVEL3_SPE_ED2_W2"	"LEVEL3_SPE_COM_W2"	"LEVEL3_SPE_HUF_R2"	"LEVEL3_SPE_HUMa_R2"	"LEVEL3_SPE_HUMe_R2"	"LEVEL3_SPE_HUC_R2"	"LEVEL3_SPE_HUA_R2"	"LEVEL3_SPE_FD2_R2"	"LEVEL3_SPE_ED2_R2"	"LEVEL3_SPE_COM_R2"	"LEVEL3_SPE_GAP_RL"	"LEVEL3_SPE_GAP_RLML"	"LEVEL3_SPE_speNum"	"LEVEL3_SPE_speNumCat"
"China South-Central"	"CHC"	36	3	0	4.34782608695652	5	0	3.84615384615385	16	9.52380952380952	11.9047619047619	0	8.69565217391304	5	0	11.5384615384615	24	19.047619047619	21.4285714285714	0	4.34782608695652	5	0	3.84615384615385	16	4.76190476190476	9.52380952380952	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	34	3	44	"11-50"
"Hainan"	"CHH"	36	3	11.1111111111111	13.3333333333333	7.69230769230769	0	13.3333333333333	35	27.2727272727273	26.9230769230769	11.1111111111111	13.3333333333333	7.69230769230769	0	13.3333333333333	40	27.2727272727273	30.7692307692308	11.1111111111111	13.3333333333333	7.69230769230769	0	13.3333333333333	30	27.2727272727273	23.0769230769231	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	"20_40"	17	0	27	"11-50"
"Inner Mongolia"	"CHI"	36	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Manchuria"	"CHM"	36	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"China North-Central"	"CHN"	36	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Qinghai"	"CHQ"	36	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"China Southeast"	"CHS"	36	3	8.33333333333333	5.55555555555556	5.88235294117647	0	9.52380952380952	17.2413793103448	6.66666666666667	13.1578947368421	8.33333333333333	5.55555555555556	5.88235294117647	0	14.2857142857143	27.5862068965517	20	23.6842105263158	0	5.55555555555556	5.88235294117647	0	4.76190476190476	10.3448275862069	6.66666666666667	7.89473684210526	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	33	3	41	"11-50"
"Tibet"	"CHT"	36	3	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	5	2	5	"1-10"
"Xinjiang"	"CHX"	36	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Cocos (Keeling) I."	"CKI"	42	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	1	0	1	"1-10"
"Chile Central"	"CLC"	85	8	100	NA	NA	NA	100	100	NA	100	100	NA	NA	NA	100	100	NA	100	0	NA	NA	NA	0	0	NA	0	"80_100"	"NOC"	"NOC"	"NOC"	"80_100"	"80_100"	"NOC"	"80_100"	"80_100"	"NOC"	"NOC"	"NOC"	"80_100"	"80_100"	"NOC"	"80_100"	"0_20"	"NOC"	"NOC"	"NOC"	"0_20"	"0_20"	"NOC"	"0_20"	1	0	1	"1-10"
"Colombia"	"CLM"	83	8	1.65289256198347	3.59712230215827	0	3.92156862745098	4.54545454545455	14.9253731343284	14.9425287356322	10.8910891089109	13.2231404958678	17.9856115107914	5.88235294117647	11.7647058823529	19.4805194805195	38.8059701492537	35.632183908046	30.6930693069307	0.826446280991736	1.43884892086331	0	1.96078431372549	1.2987012987013	0	2.29885057471264	1.48514851485149	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	242	13	254	">100"
"Chile North"	"CLN"	85	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	1	0	1	"1-10"
"Chile South"	"CLS"	85	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Cameroon"	"CMN"	23	2	0	3.57142857142857	0	9.09090909090909	3.44827586206897	3.125	5.26315789473684	5.26315789473684	0	7.14285714285714	4.76190476190476	9.09090909090909	6.89655172413793	6.25	7.89473684210526	7.89473684210526	0	0	0	0	0	3.125	2.63157894736842	2.63157894736842	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	13	2	38	"11-50"
"Connecticut"	"CNT"	75	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Canary Is."	"CNY"	21	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	2	0	3	"1-10"
"Colorado"	"COL"	73	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Comoros"	"COM"	29	2	0	16.6666666666667	0	0	16.6666666666667	0	0	16.6666666666667	0	16.6666666666667	0	0	16.6666666666667	0	0	16.6666666666667	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	6	2	9	"1-10"
"Congo"	"CON"	23	2	0	0	0	0	0	0	0	0	0	5	0	0	4.54545454545455	9.09090909090909	7.40740740740741	7.40740740740741	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	8	1	27	"11-50"
"Cook Is."	"COO"	61	6	0	0	0	0	33.3333333333333	0	25	25	0	50	0	50	66.6666666666667	0	50	50	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"20_40"	"20_40"	"0_20"	"40_60"	"0_20"	"40_60"	"60_80"	"0_20"	"40_60"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	4	1	4	"1-10"
"Corse"	"COR"	12	1	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	0	0	1	"1-10"
"Costa Rica"	"COS"	80	8	0	3.33333333333333	0	4.34782608695652	2.85714285714286	29.1666666666667	5.71428571428571	13.2352941176471	0	3.33333333333333	0	4.34782608695652	2.85714285714286	50	20	27.9411764705882	0	3.33333333333333	0	4.34782608695652	2.85714285714286	0	0	1.47058823529412	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	105	7	112	">100"
"C. American Pacific Is."	"CPI"	80	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	2	0	2	"1-10"
"Cape Provinces"	"CPP"	27	2	0	50	0	0	33.3333333333333	100	33.3333333333333	33.3333333333333	50	50	50	0	66.6666666666667	100	66.6666666666667	66.6666666666667	0	50	0	0	33.3333333333333	100	33.3333333333333	33.3333333333333	"0_20"	"40_60"	"0_20"	"0_20"	"20_40"	"80_100"	"20_40"	"20_40"	"40_60"	"40_60"	"40_60"	"0_20"	"60_80"	"80_100"	"60_80"	"60_80"	"0_20"	"40_60"	"0_20"	"0_20"	"20_40"	"80_100"	"20_40"	"20_40"	1	0	3	"1-10"
"Caprivi Strip"	"CPV"	27	2	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	0	0	2	"1-10"
"Caroline Is."	"CRL"	62	6	16.6666666666667	16.6666666666667	20	0	14.2857142857143	25	28.5714285714286	20	16.6666666666667	16.6666666666667	20	0	28.5714285714286	25	28.5714285714286	30	16.6666666666667	16.6666666666667	20	0	14.2857142857143	25	14.2857142857143	10	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"20_40"	"20_40"	"20_40"	"0_20"	"0_20"	"20_40"	"0_20"	"20_40"	"20_40"	"20_40"	"20_40"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	9	5	13	"11-50"
"Crozet Is."	"CRZ"	90	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Chita"	"CTA"	30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Chatham Is."	"CTM"	51	5	NA	0	0	NA	0	NA	0	0	NA	0	0	NA	0	NA	0	0	NA	0	0	NA	0	NA	0	0	"NOC"	"0_20"	"0_20"	"NOC"	"0_20"	"NOC"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"NOC"	"0_20"	"NOC"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"NOC"	"0_20"	"NOC"	"0_20"	"0_20"	1	0	1	"1-10"
"Cuba"	"CUB"	81	8	0	0	0	0	0	33.3333333333333	11.1111111111111	10.8108108108108	0	0	0	0	0	33.3333333333333	11.1111111111111	10.8108108108108	0	0	0	0	0	33.3333333333333	2.77777777777778	2.7027027027027	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	75	57	81	"51-100"
"Cape Verde"	"CVI"	21	2	0	0	0	0	50	50	0	50	0	0	0	0	50	50	0	50	0	0	0	0	50	50	0	50	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"40_60"	"0_20"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"40_60"	"0_20"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"40_60"	"0_20"	"40_60"	1	0	2	"1-10"
"Cyprus"	"CYP"	34	3	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	1	0	1	"1-10"
"Czechoslovakia"	"CZE"	11	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Delaware"	"DEL"	78	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Denmark"	"DEN"	10	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Djibouti"	"DJI"	24	2	0	0	0	0	0	0	0	0	0	33.3333333333333	0	0	25	0	25	25	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"20_40"	"0_20"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	2	0	4	"1-10"
"Dominican Republic"	"DOM"	81	8	0	5	0	0	8.69565217391304	0	26.0869565217391	24.1379310344828	0	30	0	11.1111111111111	30.4347826086957	20	43.4782608695652	41.3793103448276	0	5	0	0	8.69565217391304	0	13.0434782608696	13.7931034482759	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	"0_20"	"20_40"	"0_20"	"0_20"	"20_40"	"20_40"	"40_60"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	29	6	41	"11-50"
"Desventurados Is."	"DSV"	85	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"East Aegean Is."	"EAI"	34	3	0	0	0	0	0	0	0	0	0	0	0	0	33.3333333333333	0	0	33.3333333333333	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	3	0	3	"1-10"
"Easter Is."	"EAS"	61	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	1	0	1	"1-10"
"Ecuador"	"ECU"	83	8	6.09756097560976	6.59340659340659	1.78571428571429	5.55555555555556	8.16326530612245	12.5	14	11.4035087719298	13.4146341463415	17.5824175824176	7.14285714285714	11.1111111111111	19.3877551020408	37.5	32	28.0701754385965	4.8780487804878	3.2967032967033	0	4.16666666666667	5.10204081632653	0	8	5.26315789473684	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	118	3	130	">100"
"Egypt"	"EGY"	20	2	0	0	0	0	0	0	0	0	33.3333333333333	33.3333333333333	0	33.3333333333333	33.3333333333333	0	33.3333333333333	33.3333333333333	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	"0_20"	"20_40"	"20_40"	"0_20"	"20_40"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	2	0	3	"1-10"
"East Himalaya"	"EHM"	40	4	0	5.55555555555556	5.26315789473684	0	4.34782608695652	5.88235294117647	0	3.2258064516129	0	16.6666666666667	10.5263157894737	0	13.0434782608696	23.5294117647059	12.5	19.3548387096774	0	5.55555555555556	5.26315789473684	0	4.34782608695652	5.88235294117647	0	3.2258064516129	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	26	7	31	"11-50"
"El Salvador"	"ELS"	80	8	0	0	0	0	7.69230769230769	0	10	11.7647058823529	0	0	0	0	7.69230769230769	0	10	11.7647058823529	0	0	0	0	7.69230769230769	0	10	11.7647058823529	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	13	1	18	"11-50"
"Equatorial Guinea"	"EQG"	23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	4	1	16	"11-50"
"Eritrea"	"ERI"	24	2	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	0	0	2	"1-10"
"Ethiopia"	"ETH"	24	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	0	0	6	"1-10"
"Falkland Is."	"FAL"	90	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Fiji"	"FIJ"	60	6	0	0	10	0	16.6666666666667	0	44.4444444444444	29.4117647058824	0	0	20	0	25	0	55.5555555555556	41.1764705882353	0	0	10	0	8.33333333333333	0	33.3333333333333	23.5294117647059	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"20_40"	"0_20"	"0_20"	"20_40"	"0_20"	"20_40"	"0_20"	"40_60"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	9	2	33	"11-50"
"Finland"	"FIN"	10	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Florida"	"FLA"	78	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	16	2	19	"11-50"
"Føroyar"	"FOR"	10	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"France"	"FRA"	12	1	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	0	0	1	"1-10"
