species	NO_EXT	DO_CON	Americas	AfricaWAsia	EAsiaPacific	Climbing	Acaulescent	Erect	StemSolitary	StemArmed	LeavesArmed	MaxStemHeight_m	MaxStemDia_cm	UnderstoreyCanopy	MaxLeafNumber	Max_Blade_Length_m	Max_Rachis_Length_m	Max_Petiole_length_m	AverageFruitLength_cm	MinFruitLength_cm	MaxFruitLength_cm	AverageFruitWidth_cm	MinFruitWidth_cm	MaxFruitWidth_cm	FruitSizeCategorical	FruitShape	Conspicuousness	AnimalFood	EnvironmentalUses	Fuels	GeneSources	HumanFood	InvertebrateFood	Materials	Medicines	Poisons	SocialUses
Hydriastele palauensis	NA	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hydriastele pinangoides	LC	LC	0	0	1	0	0	1	2	0	0	15	7.5	canopy	10	1.3	0.9	0.54	1.3	1	1.6	0.6	0.4	0.8	small	ellipsoid	conspicuous	0	1	0	0	1	0	1	1	1	1
Hydriastele pleurocarpa	LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hydriastele procera	non-LC	non-LC	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hydriastele ramsayi	LC	LC	0	0	1	0	0	1	1	0	0	30	35	canopy	12	2.5	1.7	0.92	1.5	NA	NA	0.8	NA	NA	small	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hydriastele rheophytica	NA	NA	0	0	1	0	0	1	0	0	0	6	2.5	canopy	12	1.2	0.8	0.3	0.65	0.6	0.7	NA	NA	NA	small	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hydriastele rhopalocarpa	non-LC	non-LC	0	0	1	0	0	1	0	0	0	3	2	understorey	6	0.6	NA	0.33	1.3	NA	NA	0.7	NA	NA	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hydriastele rostrata	LC	NA	0	0	1	0	0	1	0	0	0	10	7.7	canopy	7	1.68	1.42	0.29	0.9	NA	NA	0.8	NA	NA	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hydriastele sarasinorum	NA	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hydriastele selebica	NA	NA	0	0	1	0	0	1	2	0	0	NA	NA	NA	NA	1.5	NA	NA	0.8	NA	NA	0.4	NA	NA	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hydriastele valida	non-LC	NA	0	0	1	0	0	1	1	0	0	20.5	20	canopy	22	2.45	2.45	0.45	1.1	NA	NA	0.7	NA	NA	small	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hydriastele variabilis	non-LC	NA	0	0	1	0	0	1	0	0	0	8	4	canopy	7	1.4	1.1	0.3	1.1	1	1.2	0.7	0.63	0.78	small	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hydriastele vitiensis	non-LC	NA	0	0	1	0	0	1	1	0	0	25	30	canopy	20	2.5	NA	0.81	1	NA	NA	NA	NA	NA	small	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hydriastele wendlandiana	LC	LC	0	0	1	0	0	1	2	0	0	25	12	canopy	10	2.5	1.9	0.8	0.9	0.7	1.1	0.65	0.5	0.8	small	globose	conspicuous	0	1	0	0	1	0	1	0	0	0
Hyophorbe amaricaulis	non-LC	NA	0	1	0	0	0	1	1	0	0	6	14	canopy	6	1.4	NA	NA	3.8	NA	NA	3.4	3.3	3.5	small	globose	cryptic	0	1	0	0	0	0	1	0	0	0
Hyophorbe indica	non-LC	NA	0	1	0	0	0	1	1	0	0	8	13	canopy	6	3	3	0.61	2.3	1.8	2.8	1.05	1	1.1	small	ovoid	conspicuous	0	0	0	0	0	0	1	0	0	0
Hyophorbe lagenicaulis	non-LC	LC	0	1	0	0	0	1	1	0	0	7	60	canopy	8	3.1	3	0.12	3.15	2.5	3.8	NA	NA	NA	small	globose	cryptic	0	1	0	0	0	0	0	0	0	0
Hyophorbe vaughanii	non-LC	NA	0	1	0	0	0	1	1	0	0	10	12	canopy	5	NA	NA	NA	4	NA	NA	3	NA	NA	large	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hyophorbe verschaffeltii	non-LC	NA	0	1	0	0	0	1	1	0	0	12	45	canopy	10	3.1	3	0.12	2	NA	NA	0.9	NA	NA	small	ovoid	NA	0	1	0	0	0	0	1	0	0	0
Hyospathe elegans	LC	LC	1	0	0	0	0	1	2	0	0	8	8	canopy	11	2	1.1	NA	1.15	1	1.5	0.75	0.3	1.2	small	globose	cryptic	0	0	0	0	1	0	1	1	0	1
Hyospathe frontinensis	non-LC	NA	1	0	0	0	0	1	0	0	0	2.5	0.9	understorey	8	0.26	0.26	NA	0.9	0.8	1	0.61	0.59	0.63	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hyospathe macrorhachis	non-LC	NA	1	0	0	0	0	1	2	0	0	2	3	understorey	10	1.2	0.7	0.43	0.93	0.66	1.2	0.65	0.4	0.9	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hyospathe peruviana	non-LC	non-LC	1	0	0	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0.875	0.8	0.95	0.705	0.68	0.73	small	NA	NA	0	0	0	0	0	0	0	0	0	0
Hyospathe pittieri	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hyospathe wendlandiana	non-LC	non-LC	1	0	0	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	1.125	0.98	1.27	0.6	0.55	0.65	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hyphaene compressa	LC	LC	0	1	0	0	0	1	2	0	1	20	40	canopy	15	1.5	2.5	1.25	8.5	7	10	6.5	5	8	large	NA	cryptic	1	0	1	1	1	0	1	1	0	1
Hyphaene coriacea	LC	LC	0	1	0	0	0	1	2	0	1	6	30	canopy	20	1.17	1.8	0.75	4.5	3	6	3.25	2.5	4	large	elongate	cryptic	1	1	0	1	1	0	1	1	0	0
Hyphaene dichotoma	non-LC	NA	0	0	1	0	0	1	2	0	1	20	30	canopy	NA	NA	NA	NA	7	NA	NA	6	NA	NA	large	NA	cryptic	0	0	0	0	1	0	1	1	0	0
Hyphaene guineensis	LC	LC	0	1	0	0	0	1	1	0	1	20	NA	canopy	NA	3.5	NA	1.55	5.75	5	6.5	6.5	6	7	large	globose	conspicuous	0	0	0	0	0	0	0	1	0	0
Hyphaene macrosperma	NA	NA	0	1	0	0	0	1	NA	0	1	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	6	NA	NA	large	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hyphaene petersiana	LC	LC	0	1	0	0	0	1	1	0	1	20	35	canopy	25	0.75	NA	NA	6.5	5	8	5.5	5	7	large	globose	cryptic	1	1	1	1	1	0	1	1	0	1
Hyphaene reptans	non-LC	non-LC	0	1	0	0	1	0	2	0	1	0	NA	understorey	NA	1	NA	NA	5	4	6	3	NA	NA	large	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hyphaene thebaica	LC	LC	0	1	0	0	0	1	2	0	1	25	30	canopy	35	2	NA	0.45	6	NA	NA	5	NA	NA	large	globose	cryptic	1	1	1	1	1	0	1	1	0	1
Iguanura ambigua	non-LC	non-LC	0	0	1	0	0	1	NA	0	0	2.6	NA	understorey	NA	1.01	NA	NA	0.85	NA	NA	0.6	NA	NA	small	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura asli	non-LC	NA	0	0	1	0	0	1	0	0	0	2.5	NA	understorey	NA	1.01	NA	NA	0.6	0.4	NA	NA	NA	NA	small	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura belumensis	non-LC	NA	0	0	1	0	0	1	1	0	0	4	1.5	understorey	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura bicornis	non-LC	NA	0	0	1	0	0	1	0	0	0	3	2.2	understorey	8	0.8	0.8	NA	2	NA	NA	1.8	NA	NA	small	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura borneensis	non-LC	NA	0	0	1	0	0	1	2	0	0	1.5	1.5	understorey	NA	0.38	0.3	0.1	1	NA	NA	0.7	NA	NA	small	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura cemurung	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura chaiana	non-LC	NA	0	0	1	0	0	1	NA	0	0	3	2	understorey	NA	0.75	0.75	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura corniculata	non-LC	NA	0	0	1	0	0	1	NA	0	0	1.3	NA	understorey	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura curvata	non-LC	non-LC	0	0	1	0	0	1	0	0	0	5	1.5	understorey	NA	2	2	NA	1.5	NA	NA	0.55	0.5	0.6	small	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura diffusa	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura divergens	non-LC	NA	0	0	1	0	0	1	0	0	0	3	3.5	understorey	7	1.3	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura elegans	non-LC	non-LC	0	0	1	0	0	1	2	0	0	2	2	understorey	NA	1.2	0.95	0.12	0.85	NA	NA	0.6	NA	NA	small	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura geonomiformis	LC	NA	0	0	1	0	0	1	2	0	0	4	2.5	understorey	8	1	1	0.22	2	NA	NA	1	NA	NA	small	globose	conspicuous	0	0	0	0	0	0	0	1	0	1
Iguanura humilis	non-LC	NA	0	0	1	0	0	1	NA	0	0	1	NA	understorey	7	1.01	NA	NA	1	NA	NA	0.6	NA	NA	small	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura kelantanensis	non-LC	NA	0	0	1	0	1	0	2	0	0	0	NA	understorey	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura leucocarpa	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	0.5	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura macrostachya	non-LC	NA	0	0	1	0	0	1	2	0	0	2	2	understorey	NA	1	NA	0.45	1.05	NA	NA	0.8	NA	NA	small	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura melinauensis	non-LC	non-LC	0	0	1	0	0	1	0	0	0	3.5	1	understorey	NA	0.77	0.65	0.14	1	NA	NA	0.7	NA	NA	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura minor	non-LC	non-LC	0	0	1	0	0	1	1	0	0	4	1	understorey	NA	0.55	0.55	0.17	0.85	NA	NA	0.7	NA	NA	small	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura mirabilis	non-LC	NA	0	0	1	0	0	1	0	0	0	3	2	understorey	10	0.85	0.85	NA	NA	NA	NA	NA	NA	NA	NA	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura myochodoides	non-LC	non-LC	0	0	1	0	0	1	0	0	0	2	1	understorey	NA	0.63	0.5	0.15	1.5	NA	NA	0.7	NA	NA	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura palmuncula	non-LC	NA	0	0	1	0	0	1	2	0	0	3	1	understorey	10	1.5	1.5	0.28	1.15	NA	NA	0.8	NA	NA	small	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura parvula	non-LC	NA	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura perdana	non-LC	NA	0	0	1	0	0	1	1	0	0	4.5	1.8	understorey	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura piahensis	non-LC	NA	0	0	1	0	0	1	0	0	0	2	NA	understorey	NA	1.01	NA	NA	0.6	NA	NA	0.6	NA	NA	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura polymorpha	LC	LC	0	0	1	0	0	1	2	0	0	4	2	understorey	NA	1.4	1.4	0.92	2	NA	NA	0.8	NA	NA	small	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura prolifera	non-LC	non-LC	0	0	1	0	0	1	0	0	0	NA	1.5	NA	NA	0.7	0.7	NA	0.7	NA	NA	0.6	NA	NA	small	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura remotiflora	non-LC	NA	0	0	1	0	0	1	NA	0	0	1.5	NA	understorey	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura sanderiana	non-LC	non-LC	0	0	1	0	0	1	NA	0	0	1.5	3.5	understorey	NA	1.4	1.4	0.4	1.3	1.1	1.5	0.7	NA	NA	small	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura speciosa	non-LC	NA	0	0	1	0	0	1	2	0	0	4	2	understorey	NA	1.4	1.4	0.92	2	NA	NA	0.8	NA	NA	small	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura tenuis	non-LC	NA	0	0	1	0	0	1	2	0	0	1.5	2	understorey	7	0.5	0.5	NA	1.15	1.1	1.2	0.6	NA	NA	small	elongate	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura thalangensis	non-LC	NA	0	0	1	0	0	1	1	0	0	2	1.5	understorey	NA	0.6	0.6	NA	1.5	NA	NA	1	NA	NA	small	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iguanura wallichiana	LC	LC	0	0	1	0	0	1	2	0	0	4	3.5	understorey	10	2	2	NA	2.4	1.8	3	1.4	0.8	2	small	NA	conspicuous	0	0	0	0	1	0	1	1	0	1
Iriartea deltoidea	LC	LC	1	0	0	0	0	1	1	0	0	30	70	canopy	7	5.55	4.7	0.97	2.35	2	2.7	2.5	2	3	small	globose	conspicuous	1	1	1	0	1	0	1	1	0	1
Iriartella setigera	LC	LC	1	0	0	0	0	1	2	0	0	12	5	canopy	8	1.36	0.96	0.45	1.55	1.4	1.7	0.85	0.7	1	small	NA	conspicuous	0	0	0	0	1	0	1	1	0	1
Iriartella stenocarpa	LC	LC	1	0	0	0	0	1	0	0	0	3	2	understorey	5	1.22	0.8	0.47	1.2	0.9	1.5	0.7	0.5	0.5	small	NA	conspicuous	0	0	0	0	0	0	1	1	0	1
Itaya amicorum	LC	LC	1	0	0	0	0	1	1	0	0	4	10	understorey	25	1.4	2.1	2.4	2.25	2	2.5	1.75	1.5	2	small	globose	cryptic	0	0	0	0	1	0	1	0	0	1
Jailoloa halmaherensis	non-LC	non-LC	0	0	1	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	1.4	1.3	1.5	1	NA	NA	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Johannesteijsmannia altifrons	LC	LC	0	0	1	0	1	0	2	0	1	0	15	understorey	30	4	NA	0.95	5	NA	NA	4.5	4	5	large	globose	cryptic	0	0	0	0	0	0	1	1	0	0
Johannesteijsmannia lanceolata	non-LC	NA	0	0	1	0	1	0	2	0	1	0	15	understorey	NA	3.5	2.4	1.15	3.4	NA	NA	3.4	NA	NA	small	ovoid	cryptic	0	0	0	0	0	0	0	1	0	0
Johannesteijsmannia magnifica	non-LC	NA	0	0	1	0	1	0	2	0	1	0	15	understorey	NA	2	NA	1	3.9	NA	NA	3.5	NA	NA	small	ovoid	cryptic	0	0	0	0	0	0	0	1	0	0
Johannesteijsmannia perakensis	non-LC	NA	0	0	1	0	0	1	1	0	1	4	15	understorey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cryptic	0	0	0	0	0	0	0	1	0	0
Juania australis	non-LC	NA	1	0	0	0	0	1	1	0	0	15	26	canopy	9	5	NA	NA	1.65	NA	NA	1.65	1.5	1.8	small	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Jubaea chilensis	non-LC	NA	1	0	0	0	0	1	1	0	0	25	130	canopy	50	5.5	NA	NA	3.75	3.5	4	3.5	3	4	small	ovoid	cryptic	0	1	0	0	1	0	0	0	0	0
Jubaeopsis caffra	non-LC	NA	0	1	0	0	0	1	0	0	0	6.5	40	canopy	NA	3.75	NA	NA	3	2	4	NA	NA	NA	small	ovoid	conspicuous	0	0	0	0	1	0	0	1	0	0
Kentiopsis magnifica	non-LC	non-LC	0	0	1	0	0	1	1	0	0	25	25	canopy	9	2.45	2.25	0.22	2.2	NA	NA	1	NA	NA	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kentiopsis oliviformis	non-LC	non-LC	0	0	1	0	0	1	1	0	0	30	28	canopy	10	3.1	3	0.12	1.7	1.4	2	0.85	0.8	0.9	small	globose	conspicuous	0	0	0	0	0	0	1	0	0	0
Kentiopsis piersoniorum	non-LC	non-LC	0	0	1	0	0	1	1	0	0	15	25	canopy	12	2.5	2.3	0.22	2	1.7	2.3	0.95	0.9	1	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kentiopsis pyriformis	non-LC	non-LC	0	0	1	0	0	1	1	0	0	18	22	canopy	12	3.45	3	0.5	1.7	NA	NA	0.7	NA	NA	small	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kerriodoxa elegans	non-LC	NA	0	0	1	0	2	2	1	0	0	7	20	canopy	35	1.27	1.3	0.92	4	3	5	4.5	4	5	large	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korthalsia angustifolia	non-LC	NA	0	0	1	1	0	0	0	1	1	50	5	canopy	NA	3	NA	0.45	0.9	NA	NA	0.6	NA	NA	small	ovoid	NA	0	0	0	0	0	0	1	0	0	0
Korthalsia bejaudii	non-LC	NA	0	0	1	1	0	0	0	0	1	10	3	canopy	NA	1	1	NA	1	NA	NA	1	NA	NA	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korthalsia brassii	non-LC	NA	0	0	1	1	0	0	0	NA	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korthalsia celebica	non-LC	NA	0	0	1	1	0	0	0	1	1	35	1.5	canopy	NA	1.2	NA	0.02	1.75	NA	NA	1.5	NA	NA	small	NA	cryptic	0	0	0	0	0	0	1	0	0	0
Korthalsia cheb	LC	LC	0	0	1	1	0	0	0	1	1	40	3.5	canopy	NA	3.5	2.25	0.33	1.5	NA	NA	1	NA	NA	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korthalsia concolor	non-LC	non-LC	0	0	1	1	0	0	0	1	1	50	2	canopy	NA	2	NA	0.45	2	NA	NA	1.7	NA	NA	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korthalsia debilis	non-LC	non-LC	0	0	1	1	0	0	2	0	1	30	2	canopy	NA	1	1	0.28	0.9	NA	NA	0.7	NA	NA	small	globose	NA	0	0	0	0	0	0	1	0	0	0
Korthalsia echinometra	LC	LC	0	0	1	1	0	0	0	1	1	40	3	canopy	NA	2	1.8	0.07	2.5	NA	NA	1.5	NA	NA	small	ovoid	cryptic	0	0	0	0	0	0	1	0	0	0
Korthalsia ferox	LC	LC	0	0	1	1	0	0	0	1	1	50	4	canopy	28	2.5	2.5	0.08	2	NA	NA	1.05	1	1.1	small	globose	cryptic	0	0	0	0	0	0	1	0	0	0
Korthalsia flagellaris	non-LC	LC	0	0	1	1	0	0	0	0	1	40	5	canopy	NA	3	3	0.17	1.85	1.7	2	1.05	1	1.1	small	elongate	cryptic	0	0	0	0	0	0	1	0	0	0
Korthalsia furcata	non-LC	NA	0	0	1	1	0	0	0	1	1	20	1	canopy	NA	0.65	0.65	NA	0.8	NA	NA	0.6	NA	NA	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korthalsia furtadoana	LC	LC	0	0	1	1	0	0	0	1	1	20	1	canopy	NA	1.05	1.05	0.42	2	NA	NA	1.2	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korthalsia hispida	LC	LC	0	0	1	1	0	0	0	1	1	30	1.5	canopy	NA	1.5	1.5	0.8	2.2	NA	NA	1.9	NA	NA	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korthalsia jala	non-LC	NA	0	0	1	1	0	0	0	0	1	60	4	canopy	NA	2.75	2.75	NA	1.75	NA	NA	1.4	NA	NA	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korthalsia junghuhnii	non-LC	non-LC	0	0	1	1	0	0	0	NA	1	NA	NA	canopy	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korthalsia laciniosa	LC	LC	0	0	1	1	0	0	0	0	1	75	7	canopy	NA	3	3	0.33	2.25	2	2.5	1.5	NA	NA	small	globose	cryptic	0	0	0	0	0	0	1	0	0	0
Korthalsia lanceolata	non-LC	NA	0	0	1	1	0	0	0	1	1	60	7	canopy	NA	1.5	1.5	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korthalsia merrillii	non-LC	NA	0	0	1	1	0	0	0	1	1	20	1.5	canopy	NA	1.5	NA	0.05	1.3	0.8	1.8	1	0.6	1.4	small	globose	cryptic	0	0	0	0	0	0	1	0	0	0
Korthalsia minor	non-LC	LC	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korthalsia paucijuga	non-LC	NA	0	0	1	1	0	0	0	1	1	20	1	canopy	NA	0.75	0.75	0.12	1	NA	NA	1	NA	NA	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korthalsia rigida	LC	LC	0	0	1	1	0	0	0	1	1	75	2.5	canopy	NA	2.34	1.8	0.59	1	NA	NA	1	NA	NA	small	globose	cryptic	0	0	0	0	0	0	1	0	0	0
Korthalsia robusta	LC	LC	0	0	1	1	0	0	0	1	1	30	3.5	canopy	NA	3	3	0.22	3.75	3.5	4	2.35	2.2	2.5	small	ovoid	cryptic	0	0	0	0	0	0	1	0	0	0
Korthalsia rogersii	non-LC	NA	0	0	1	1	0	0	0	0	1	45	1	canopy	NA	1	1	NA	2	NA	NA	1.8	NA	NA	small	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korthalsia rostrata	LC	LC	0	0	1	1	0	0	0	1	1	25	1.5	canopy	NA	1.21	1.1	0.13	2	NA	NA	1.2	NA	NA	small	elongate	cryptic	0	0	0	0	0	0	1	0	0	0
Korthalsia scaphigeroides	non-LC	NA	0	0	1	1	0	0	0	1	1	5	1.8	canopy	NA	0.5	0.5	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	0	0	0	0	0	0	1	0	0	0
Korthalsia scortechinii	LC	NA	0	0	1	1	0	0	0	0	1	35	2.5	canopy	NA	2.5	2.5	NA	2	NA	NA	1	0.9	1.1	small	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korthalsia tenuissima	non-LC	NA	0	0	1	1	0	0	0	1	1	60	1.1	canopy	NA	1.4	1.4	0.33	1	NA	1.5	0.8	NA	NA	small	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Korthalsia zippelii	LC	LC	0	0	1	1	0	0	0	0	1	25	4	canopy	NA	3	3	0.29	1	0.8	1.2	0.9	0.8	1	small	NA	conspicuous	0	1	0	0	1	0	1	1	0	0
Laccospadix australasicus	non-LC	NA	0	0	1	0	0	1	0	0	0	8	10	canopy	8	2.5	1.5	NA	1.35	0.9	1.8	0.8	0.5	1.1	small	elongate	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Laccosperma acutiflorum	LC	LC	0	1	0	1	0	0	0	0	1	70	6	canopy	NA	3.5	3.5	0.17	1.9	1.8	2	1.4	1.3	1.5	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Laccosperma cristalensis	non-LC	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Laccosperma korupense	non-LC	NA	0	1	0	1	0	0	0	0	1	NA	NA	canopy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Laccosperma laeve	LC	LC	0	1	0	1	0	0	0	0	1	20	4	canopy	NA	2.5	NA	0.45	1.4	0.8	2	1.3	0.6	2	small	globose	conspicuous	0	0	0	0	0	0	1	1	0	0
Laccosperma opacum	LC	LC	0	1	0	1	0	0	0	0	1	30	2	canopy	10	1.5	1.5	0.75	1.5	NA	NA	1.35	1.2	1.5	small	ovoid	conspicuous	0	0	0	0	1	0	1	1	0	0
Laccosperma robustum	LC	LC	0	1	0	1	0	0	0	0	1	45	5	canopy	NA	3.5	3	0.55	1.35	1.2	1.5	1	0.8	1.2	small	globose	conspicuous	0	0	0	0	0	0	1	0	0	0
